,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,bhawanipatna,19.9,83.1667,92.32,18,100,3.76,IN,1619450567
369,voi,-3.3945,38.563,85.41,46,91,13.09,KE,1619450567
370,naryan-mar,67.6713,53.087,37.74,97,100,3.98,RU,1619450568
371,kampot,10.6167,104.1833,84.2,84,40,8.05,KH,1619450568
372,hoi an,15.8794,108.335,82.4,89,40,6.91,VN,1619450568
373,lenoir,35.2335,-77.6497,66.2,48,1,5.75,US,1619450569
374,magadan,59.5667,150.8,17.08,81,3,6.31,RU,1619450569
375,fukue,32.6881,128.8419,60.67,60,17,4.41,JP,1619450569
376,realeza,-25.7689,-53.5325,73.4,47,1,3.47,BR,1619450570
377,shimoda,34.6667,138.95,48.99,67,26,4.09,JP,1619450570
378,apricena,41.7839,15.4437,66.2,42,20,14.97,IT,1619450570
379,north bend,43.4065,-124.2243,48.0,93,90,8.05,US,1619450563
380,alice springs,-23.7,133.8833,59.0,33,0,8.05,AU,1619450571
381,college,64.8569,-147.8028,32.0,74,75,4.61,US,1619450571
382,najran,17.4924,44.1277,80.6,41,75,6.91,SA,1619450571
383,semnan,35.5729,53.3971,82.38,20,54,2.04,IR,1619450572
384,beinamar,8.6698,15.3813,101.32,19,83,7.09,TD,1619450572
385,la lira,20.4667,-100.15,68.0,64,1,3.83,MX,1619450573
386,vostok,46.4856,135.8833,33.8,53,23,5.44,RU,1619450573
387,yerbogachen,61.2767,108.0108,18.79,74,70,9.33,RU,1619450573
388,mena,51.5217,32.2157,45.39,56,99,9.17,UA,1619450574
389,kati,12.7441,-8.0726,105.8,14,20,5.75,ML,1619450575
390,port hawkesbury,45.6169,-61.3485,48.0,100,90,13.8,CA,1619450575
391,pangnirtung,66.1451,-65.7125,35.6,87,90,6.91,CA,1619450575
392,kayseri,38.737,35.4968,50.0,87,40,3.44,TR,1619450327
393,hovd,48.0056,91.6419,38.7,23,68,4.14,MN,1619450576
394,codajas,-3.8367,-62.0569,79.3,93,100,2.44,BR,1619450576
395,geraldton,-28.7667,114.6,64.4,63,73,6.91,AU,1619450577
396,rocha,-34.4833,-54.3333,65.43,58,32,12.48,UY,1619450577
397,bud,39.447,-86.1758,61.0,51,1,12.66,US,1619450577
398,kavieng,-2.5744,150.7967,81.66,75,98,2.55,PG,1619450578
399,murici,-9.3067,-35.9433,86.0,58,40,9.22,BR,1619450578
400,san quintin,30.4833,-115.95,57.63,81,100,5.66,MX,1619450578
401,blind river,46.1834,-82.9582,37.4,52,1,3.44,CA,1619450579
402,nadvoitsy,63.8667,34.3167,34.16,80,100,12.35,RU,1619450579
403,zyryanskoye,56.8306,86.6258,44.65,76,100,8.97,RU,1619450579
404,cianjur,-6.8224,107.1393,82.4,83,20,3.44,ID,1619450580
405,kahului,20.8947,-156.47,69.01,94,1,3.44,US,1619450428
406,batagay-alyta,67.8006,130.4114,23.63,97,100,2.77,RU,1619450580
407,sri aman,1.2376,111.4621,80.6,89,49,1.79,MY,1619450581
408,kargat,55.1956,80.2811,48.4,82,75,8.48,RU,1619450581
409,havelock,34.8791,-76.9013,69.01,45,1,5.75,US,1619450581
410,ponta delgada,37.7333,-25.6667,62.6,77,75,10.36,PT,1619450582
411,kankon,15.0167,74.0167,86.0,79,20,8.05,IN,1619450582
412,morgan city,29.6994,-91.2068,73.0,88,1,4.61,US,1619450582
413,nguru,12.8791,10.4526,106.99,7,65,14.38,NG,1619450583
414,xuchang,34.0167,113.8167,60.8,82,37,4.47,CN,1619450583
415,lorengau,-2.0226,147.2712,80.85,76,100,1.23,PG,1619450583
416,rumilly,45.8667,5.95,60.8,55,90,4.61,FR,1619450584
417,burgos,42.3394,-3.7079,62.6,55,20,2.3,ES,1619450584
418,saurimo,-9.6608,20.3916,77.0,69,75,8.05,AO,1619450584
419,colonelganj,27.1333,81.7,89.49,5,0,5.48,IN,1619450585
420,conner,17.7964,121.3275,72.12,93,97,2.53,PH,1619450585
421,nioro,13.35,-15.75,102.22,11,7,7.2,GM,1619450287
422,semme,46.1963,1.5007,59.0,58,0,5.75,FR,1619450586
423,charlestown,-32.95,151.6667,59.0,91,1,3.0,AU,1619450586
424,noumea,-22.2763,166.4572,75.99,94,90,4.61,NC,1619450542
425,mahajanga,-15.7167,46.3167,82.4,78,20,5.75,MG,1619450587
426,pombas,17.1503,-25.0201,77.0,53,75,25.32,CV,1619450587
427,isangel,-19.55,169.2667,76.28,78,100,11.18,VU,1619450587
428,kiunga,-6.1219,141.2906,73.8,99,100,1.3,PG,1619450588
429,hirara,24.8,125.2833,71.87,64,99,12.59,JP,1619450588
430,punto fijo,11.6956,-70.1996,83.28,63,33,23.85,VE,1619450588
431,toamasina,-18.1667,49.3833,75.2,94,75,4.61,MG,1619450589
432,yar-sale,66.8333,70.8333,34.66,91,100,15.86,RU,1619450589
433,haines junction,60.7522,-137.5108,30.2,74,1,2.24,CA,1619450589
434,ahipara,-35.1667,173.1667,56.48,81,5,6.78,NZ,1619450590
435,lata,40.1629,-8.3327,71.01,67,81,4.0,PT,1619450590
436,maloy,61.9353,5.1136,48.2,49,20,6.91,NO,1619450591
437,excelsior springs,39.3392,-94.2261,71.01,52,1,16.11,US,1619450591
438,kirs,59.3388,52.2447,33.75,97,100,9.69,RU,1619450591
439,naron,43.5167,-8.1528,60.8,88,75,5.75,ES,1619450592
440,greenville,35.6127,-77.3663,66.2,48,1,5.75,US,1619450557
441,anahuac,27.2333,-100.15,75.2,83,90,12.66,MX,1619450592
442,kamenka,51.3223,42.7678,55.0,38,91,9.33,RU,1619450592
443,oussouye,12.485,-16.5469,96.8,74,0,11.5,SN,1619450593
444,abancay,-13.6339,-72.8814,50.0,57,75,4.61,PE,1619450321
445,nelson bay,-32.7167,152.15,57.0,100,75,3.2,AU,1619450593
446,vao,-22.6667,167.4833,73.72,70,88,21.43,NC,1619450594
447,fare,-16.7,-151.0167,80.31,67,7,1.66,PF,1619450594
448,banda aceh,5.5577,95.3222,80.35,81,99,6.78,ID,1619450594
449,pontecagnano,40.6425,14.8735,71.01,46,20,5.75,IT,1619450595
450,djibo,14.1022,-1.6306,106.48,12,85,3.36,BF,1619450595
451,necochea,-38.5473,-58.7368,66.0,66,0,1.01,AR,1619450595
452,aranos,-24.1333,19.1167,84.15,12,31,10.71,NA,1619450478
453,russell,32.3502,-85.1999,68.0,60,1,3.44,US,1619450596
454,zykovo,55.9519,93.1461,35.6,75,0,2.24,RU,1619450596
455,pasighat,28.0667,95.3333,78.98,34,62,6.4,IN,1619450597
456,tilichiki,60.4667,166.1,29.62,99,100,2.59,RU,1619450597
457,sovetskiy,61.3614,63.5842,44.65,48,95,9.01,RU,1619450597
458,gamba,-2.65,10.0,83.89,71,100,9.89,GA,1619450598
459,vanimo,-2.6741,141.3028,77.43,83,82,1.41,PG,1619450598
460,pontes e lacerda,-15.2261,-59.3353,72.52,76,87,5.3,BR,1619450598
461,abha,18.2164,42.5053,60.8,77,40,4.61,SA,1619450599
462,togur,58.3631,82.8265,39.83,92,96,10.42,RU,1619450599
463,ukiah,39.1502,-123.2078,42.01,87,20,3.0,US,1619450599
464,tabuk,17.4189,121.4443,72.66,87,100,5.32,PH,1619450600
465,belmonte,-15.8631,-38.8828,84.2,61,40,14.97,BR,1619450600
466,anloga,5.7947,0.8973,89.6,70,20,11.5,GH,1619450601
467,safaga,26.7292,33.9365,82.4,36,0,14.97,EG,1619450601
468,dali,25.7,100.1833,60.78,38,0,6.31,CN,1619450601
469,dolores,-36.3132,-57.6792,61.92,62,0,6.4,AR,1619450602
470,egvekinot,66.3167,-179.1667,13.69,85,54,3.74,RU,1619450602
471,sorland,67.667,12.6934,39.2,60,75,8.05,NO,1619450603
472,key west,24.5557,-81.7826,82.4,74,20,6.91,US,1619450537
473,hervey bay,-25.2986,152.8535,64.0,82,0,8.05,AU,1619450603
474,zhigansk,66.7697,123.3711,13.21,91,100,10.22,RU,1619450604
475,kineta,37.9709,23.2183,70.0,43,20,6.91,GR,1619450604
476,hastings,50.8552,0.5729,54.0,66,0,20.71,GB,1619450604
477,honningsvag,70.9821,25.9704,35.6,55,40,11.5,NO,1619450605
478,angoche,-16.2325,39.9086,79.07,79,70,6.53,MZ,1619450605
479,mungwi,-10.1732,31.3694,70.81,71,96,1.54,ZM,1619450605
480,tomatlan,19.9333,-105.25,80.92,54,100,1.25,MX,1619450606
481,playas,-2.6333,-80.3833,76.17,78,97,4.63,EC,1619450346
482,moree,-29.4667,149.85,53.6,71,0,11.5,AU,1619450606
483,novaya igirma,57.1334,103.9112,27.77,88,37,7.54,RU,1619450606
484,katherine,-14.4667,132.2667,78.8,78,100,6.91,AU,1619450607
485,bathsheba,13.2167,-59.5167,84.2,54,75,21.85,BB,1619450607
486,bouza,14.4229,6.0428,106.72,9,42,12.97,NE,1619450607
487,losevo,50.6767,40.045,54.18,51,72,12.93,RU,1619450608
488,port hedland,-20.3167,118.5667,69.8,68,0,6.91,AU,1619450608
489,navlya,52.8281,34.4989,44.6,45,40,4.47,RU,1619450608
490,vestmannaeyjar,63.4427,-20.2734,48.2,76,0,10.36,IS,1619450609
491,hambantota,6.1241,81.1185,82.4,100,75,4.61,LK,1619450609
492,sheopur,25.6667,76.7,91.58,4,1,4.16,IN,1619450609
493,ngunguru,-35.6167,174.5,48.0,95,5,1.99,NZ,1619450610
494,parry sound,45.3501,-80.033,39.2,35,74,4.7,CA,1619450380
495,belyy yar,53.6039,91.3903,42.8,45,100,4.47,RU,1619450611
496,mahibadhoo,3.7833,72.9667,82.81,74,47,5.91,MV,1619450611
497,carutapera,-1.195,-46.02,86.16,62,92,7.27,BR,1619450576
498,puerto quijarro,-17.7833,-57.7667,82.71,48,42,5.12,BO,1619450611
499,turan,16.0678,108.2208,82.4,89,40,6.91,VN,1619450468
500,troitskoye,52.9821,84.6757,47.19,65,100,11.9,RU,1619450612
501,sobolevo,54.4299,31.8996,41.94,50,82,8.16,RU,1619450612
502,olutanga,7.3106,122.8464,83.12,68,65,1.14,PH,1619450613
503,bukama,-9.2,25.85,81.34,77,79,1.7,CD,1619450613
504,umea,63.8284,20.2597,41.0,42,0,10.36,SE,1619450613
505,koumac,-20.5667,164.2833,71.92,76,38,14.29,NC,1619450614
506,filingue,14.3521,3.3168,107.91,12,44,3.36,NE,1619450614
507,torata,-17.0769,-70.8433,66.88,20,0,5.99,PE,1619450614
508,turukhansk,65.8167,87.9833,17.62,92,27,4.18,RU,1619450615
509,ghorawal,24.7667,82.7833,88.81,8,75,3.85,IN,1619450615
510,tifton,31.4505,-83.5085,73.99,60,1,4.61,US,1619450615
511,guaruja,-23.9931,-46.2564,77.0,78,90,3.44,BR,1619450616
512,nuuk,64.1835,-51.7216,35.6,100,90,8.05,GL,1619450616
513,rtishchevo,52.2604,43.7874,51.26,53,100,2.44,RU,1619450616
514,pacific grove,36.6177,-121.9166,52.0,76,1,3.44,US,1619450464
515,ayan,56.45,138.1667,25.84,92,97,3.4,RU,1619450617
516,saint-augustin,51.226,-58.6502,43.5,67,100,16.2,CA,1619450617
517,salekhard,66.53,66.6019,34.05,99,100,9.04,RU,1619450618
518,thaba nchu,-29.2093,26.839,73.4,23,0,4.61,ZA,1619450618
519,daru,-9.0763,143.2092,77.47,87,100,3.87,PG,1619450618
520,shemysheyka,52.892,45.3928,55.0,16,37,3.4,RU,1619450619
521,mugur-aksy,50.35,90.5,25.29,49,93,3.31,RU,1619450619
522,kloulklubed,7.0419,134.2556,77.0,94,75,6.4,PW,1619450620
523,okahandja,-21.9833,16.9167,80.01,21,0,4.61,NA,1619450620
524,redmond,47.674,-122.1215,48.99,92,76,3.56,US,1619450505
525,kuala pilah,2.7389,102.2487,80.01,94,20,0.27,MY,1619450621
526,muroto,33.2833,134.15,58.21,58,89,9.17,JP,1619450621
527,zhanaozen,43.3,52.8,73.13,34,5,11.27,KZ,1619450621
528,quatre cocos,-20.2078,57.7625,77.0,83,75,13.8,MU,1619450622
529,komsomolskiy,40.4272,71.7189,78.8,21,0,4.61,UZ,1619450622
530,viedma,-40.8135,-62.9967,65.26,42,39,14.63,AR,1619450623
531,stromness,58.965,-3.296,46.4,93,90,6.91,GB,1619450623
532,lundazi,-12.2929,33.1782,72.45,73,88,5.1,ZM,1619450623
533,cap-aux-meules,47.3821,-61.8597,42.8,93,100,21.85,CA,1619450624
534,manhattan,40.7834,-73.9662,51.8,40,1,10.36,US,1619450343
535,kulhudhuffushi,6.6221,73.07,85.14,70,11,5.21,MV,1619450624
536,waingapu,-9.6567,120.2641,74.84,72,30,8.97,ID,1619450625
537,mhlume,-26.0333,31.85,78.01,61,49,3.85,SZ,1619450625
538,ritchie,-29.038,24.6028,78.8,19,0,4.61,ZA,1619450625
539,abeche,13.8292,20.8324,103.14,5,11,11.05,TD,1619450626
540,bejar,40.3864,-5.7634,62.6,59,20,8.05,ES,1619450626
541,timra,62.487,17.3257,44.6,36,57,12.66,SE,1619450626
542,krasnoselkup,65.7,82.4667,26.6,91,16,11.07,RU,1619450627
543,nkongsamba,4.9547,9.9404,83.79,57,64,3.29,CM,1619450627
544,salta,-24.7859,-65.4117,61.0,72,75,3.44,AR,1619450359
