,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,lagos,6.5833,3.75,84.2,74,20,9.22,NG,1619378445
367,newport,51.5877,-2.9984,53.01,61,8,1.01,GB,1619378577
368,biggar,55.6167,-3.5167,52.0,71,0,4.61,GB,1619378577
369,novobiryusinskiy,56.9578,97.7076,34.14,97,100,8.21,RU,1619378577
370,moscow,55.7522,37.6156,37.4,60,0,13.42,RU,1619378329
371,severo-kurilsk,50.6789,156.125,31.53,97,100,10.4,RU,1619378578
372,arman,59.7,150.1667,10.13,78,46,8.57,RU,1619378579
373,santa rosa,14.3122,121.1114,80.6,78,20,4.61,PH,1619378579
374,khuzhir,53.1939,107.3397,33.91,79,100,6.53,RU,1619378579
375,dekar,-21.5333,21.9333,67.44,25,0,3.58,BW,1619378580
376,bere,9.3202,16.1552,91.45,36,27,8.16,TD,1619378580
377,hobyo,5.3505,48.5268,84.38,63,26,11.25,SO,1619378581
378,nara,34.6851,135.8049,48.99,38,0,7.43,JP,1619378352
379,pacifica,37.6138,-122.4869,57.99,82,90,12.66,US,1619378574
380,iquitos,-3.7481,-73.2472,89.6,66,40,8.05,PE,1619378582
381,marsa matruh,31.3525,27.2453,64.4,82,40,14.97,EG,1619378582
382,kaniama,-7.5667,24.1833,68.95,92,99,1.12,CD,1619378582
383,berezovyy,51.6667,135.7,28.87,62,29,4.5,RU,1619378583
384,makakilo city,21.3469,-158.0858,80.6,54,1,8.05,US,1619378584
385,adrar,20.5022,-10.0711,90.88,14,22,9.73,MR,1619378584
386,sao joao da barra,-21.6403,-41.0511,82.4,61,20,11.5,BR,1619378585
387,cairns,-16.9167,145.7667,75.2,94,75,6.91,AU,1619378317
388,torre-pacheco,37.7429,-0.954,64.0,82,40,11.5,ES,1619378585
389,novyy urengoy,66.0833,76.6333,28.04,96,100,8.23,RU,1619378586
390,brookings,44.3114,-96.7984,41.0,81,90,25.32,US,1619378586
391,dnestrovsc,46.6222,29.9133,48.2,66,100,6.71,MD,1619378586
392,izumo,35.3667,132.7667,51.8,46,0,13.8,JP,1619378587
393,wagar,16.1525,36.2032,94.3,22,0,11.86,SD,1619378587
394,mezen,65.8522,44.24,42.84,84,100,5.59,RU,1619378588
395,bosaso,11.2842,49.1816,85.17,64,75,1.9,SO,1619378588
396,reforma,18.1,-91.0167,101.26,30,56,2.35,MX,1619378589
397,bokovskaya,49.229,41.8306,44.74,48,100,1.59,RU,1619378589
398,vung tau,10.346,107.0843,82.65,78,100,9.26,VN,1619378590
399,carthage,36.8611,10.3316,64.4,68,20,12.66,TN,1619378590
400,zhigansk,66.7697,123.3711,32.59,99,100,8.81,RU,1619378591
401,saint paul,44.9444,-93.0933,46.4,36,90,14.97,US,1619378531
402,batemans bay,-35.7167,150.1833,51.01,87,9,1.99,AU,1619378591
403,ambilobe,-13.2,49.05,72.25,82,64,3.06,MG,1619378592
404,mahibadhoo,3.7833,72.9667,82.99,74,7,6.58,MV,1619378592
405,bojnurd,37.4747,57.329,62.6,42,0,4.54,IR,1619378592
406,ojinaga,29.5667,-104.4167,89.6,6,1,6.91,MX,1619378593
407,kintore,57.2372,-2.3454,46.4,66,0,10.36,GB,1619378593
408,chipinge,-20.1883,32.6236,63.54,46,0,4.59,ZW,1619378594
409,ayagoz,47.9714,80.4392,39.49,46,100,4.83,KZ,1619378595
410,lazaro cardenas,17.9583,-102.2,85.14,50,100,10.78,MX,1619378595
411,deputatskiy,69.3,139.9,16.18,93,100,5.37,RU,1619378595
412,alberdi,-32.8899,-60.6906,72.0,37,0,10.36,AR,1619378596
413,tigre,-34.426,-58.5796,69.01,60,20,8.05,AR,1619378596
414,san cristobal,7.7669,-72.225,89.6,55,40,11.5,VE,1619378597
415,eirunepe,-6.6603,-69.8736,82.08,88,100,2.44,BR,1619378597
416,da nang,16.0678,108.2208,80.6,89,40,2.3,VN,1619378597
417,high level,58.5169,-117.136,39.2,52,90,8.05,CA,1619378598
418,saucillo,28.0167,-105.2833,86.9,5,100,6.87,MX,1619378598
419,mogadishu,2.0371,45.3438,83.53,74,100,13.47,SO,1619378599
420,airai,-8.9266,125.4092,55.13,82,16,1.72,TL,1619378599
421,majene,-3.5403,118.9707,77.05,87,82,4.5,ID,1619378600
422,skeldon,5.8833,-57.1333,79.25,89,95,9.37,GY,1619378600
423,flin flon,54.7682,-101.865,42.8,33,90,12.66,CA,1619378600
424,ulladulla,-35.35,150.4667,52.0,100,4,6.91,AU,1619378601
425,papayal,-4.0761,-80.7361,84.07,60,96,9.22,PE,1619378601
426,tripoli,32.8752,13.1875,63.03,74,3,19.15,LY,1619378602
427,saint anthony,45.0205,-93.218,46.0,36,90,12.66,US,1619378332
428,ancud,-41.8697,-73.8203,61.0,82,75,4.61,CL,1619378602
429,sola,-13.8833,167.55,75.2,94,20,4.09,VU,1619378603
430,komsomolskiy,40.4272,71.7189,62.6,42,0,6.91,UZ,1619378603
431,noyabrsk,63.1994,75.4507,33.62,98,100,12.17,RU,1619378604
432,sarkand,45.41,79.9186,51.13,64,100,9.55,KZ,1619378604
433,tabas,33.5959,56.9244,82.51,16,100,5.08,IR,1619378605
434,tirumullaivasal,11.2333,79.8333,82.99,74,7,7.07,IN,1619378605
435,necochea,-38.5473,-58.7368,62.01,72,72,3.0,AR,1619378606
436,castro-urdiales,43.3829,-3.2204,60.01,86,100,1.01,ES,1619378606
437,geraldton,-28.7667,114.6,66.2,52,1,12.66,AU,1619378606
438,martapura,-3.4167,114.85,80.6,83,90,4.61,ID,1619378607
439,pochutla,15.7432,-96.4661,91.0,55,75,11.5,MX,1619378608
440,peleduy,59.6289,112.7406,34.41,96,100,10.11,RU,1619378608
441,kupang,-10.1667,123.5833,74.03,74,60,8.08,ID,1619378609
442,gedo,9.0167,37.45,54.81,90,100,2.46,ET,1619378609
443,hualmay,-11.0964,-77.6139,71.98,73,11,8.1,PE,1619378381
444,chelno-vershiny,54.4333,51.1,40.32,62,70,15.9,RU,1619378610
445,egvekinot,66.3167,-179.1667,22.08,90,21,5.08,RU,1619378610
446,alencon,48.4333,0.0833,57.2,44,0,14.97,FR,1619378611
447,chimbote,-9.0853,-78.5783,72.03,74,25,9.57,PE,1619378611
448,lyngseidet,69.5763,20.2189,37.4,80,75,4.61,NO,1619378612
449,phalodi,27.1333,72.3667,83.28,10,0,6.26,IN,1619378612
450,lavrentiya,65.5833,-171.0,25.05,84,95,2.06,RU,1619378613
451,barinas,8.6226,-70.2075,75.2,88,89,4.61,VE,1619378493
452,cockburn town,21.4612,-71.1419,82.4,65,40,14.97,TC,1619378614
453,sur,22.5667,59.5289,85.37,43,0,9.24,OM,1619378614
454,luwingu,-10.2621,29.9271,66.7,74,94,3.71,ZM,1619378614
455,springbok,-29.6643,17.8865,59.97,58,100,4.05,ZA,1619378615
456,agirish,61.9247,63.0231,45.84,47,100,11.77,RU,1619378615
457,bilibino,68.0546,166.4372,17.04,94,99,1.88,RU,1619378616
458,taltal,-25.4,-70.4833,64.98,76,44,4.7,CL,1619378616
459,vila franca do campo,37.7167,-25.4333,60.8,72,40,13.8,PT,1619378525
460,wanning,18.8003,110.3967,78.85,89,100,7.02,CN,1619378617
461,tuatapere,-46.1333,167.6833,44.01,83,72,10.0,NZ,1619378617
462,maldonado,-34.6667,-54.9167,68.0,73,75,21.85,UY,1619378618
463,hambantota,6.1241,81.1185,78.8,100,75,5.64,LK,1619378618
464,dourados,-22.2211,-54.8056,72.3,77,82,9.91,BR,1619378619
465,khorinsk,52.1657,109.7726,34.61,98,100,5.97,RU,1619378620
466,natchitoches,31.7668,-93.1335,75.2,50,1,3.83,US,1619378621
467,villamaria,5.0449,-75.5146,73.4,78,40,6.91,CO,1619378621
468,jinka,5.65,36.65,61.79,95,96,3.02,ET,1619378621
469,sorland,67.667,12.6934,37.4,70,75,8.05,NO,1619378622
470,biak,-0.9131,122.8766,75.43,82,76,4.88,ID,1619378623
471,flinders,-34.5833,150.8552,51.01,85,16,1.01,AU,1619378623
472,davlekanovo,54.2215,55.0343,42.01,65,75,11.18,RU,1619378623
473,khandyga,62.6667,135.6,14.13,92,100,4.16,RU,1619378624
474,ukiah,39.1502,-123.2078,53.6,76,90,3.44,US,1619378624
475,mnogovershinnyy,53.9353,139.9242,15.39,81,4,2.15,RU,1619378625
476,muros,42.7762,-9.0603,63.0,79,72,4.0,ES,1619378625
477,alice springs,-23.7,133.8833,44.6,70,0,5.75,AU,1619378626
478,anadyr,64.75,177.4833,23.0,100,90,2.24,RU,1619378384
479,hovd,48.0056,91.6419,29.08,30,42,2.98,MN,1619378626
480,bakchar,57.0186,82.0711,33.44,96,100,2.91,RU,1619378627
481,lakki marwat,32.6079,70.9114,83.89,20,0,4.18,PK,1619378627
482,vestmannaeyjar,63.4427,-20.2734,44.6,87,40,14.97,IS,1619378628
483,ostrovnoy,68.0531,39.5131,34.23,98,100,19.26,RU,1619378628
484,gamba,-2.65,10.0,78.96,86,86,5.1,GA,1619378629
485,eureka,40.8021,-124.1637,53.01,75,100,5.01,US,1619378629
486,wiarton,44.7407,-81.1332,36.0,80,90,12.66,CA,1619378630
487,salalah,17.0151,54.0924,84.2,70,40,8.05,OM,1619378354
488,ivanava,52.1451,25.5365,34.7,66,70,6.6,BY,1619378630
489,coquimbo,-29.9533,-71.3436,62.6,72,20,11.5,CL,1619378631
490,buckeye,33.3703,-112.5838,91.0,12,7,9.22,US,1619378481
491,manavalakurichi,8.1333,77.3,86.0,74,40,4.88,IN,1619378631
492,inongo,-1.95,18.2667,74.1,87,24,5.41,CD,1619378632
493,san patricio,28.017,-97.5169,87.8,45,1,13.8,US,1619378632
494,obo,5.3998,26.4869,67.37,96,92,2.64,CF,1619378633
495,talnakh,69.4865,88.3972,-1.98,96,70,1.99,RU,1619378633
496,paracuru,-3.41,-39.0306,82.99,71,73,14.0,BR,1619378633
497,tazovskiy,67.4667,78.7,7.9,95,25,8.3,RU,1619378634
498,vanderhoof,54.0166,-124.0198,48.29,26,0,6.87,CA,1619378634
499,springfield,37.2153,-93.2982,73.0,40,1,13.8,US,1619378496
500,nantucket,41.2835,-70.0995,46.4,100,90,27.63,US,1619378635
501,kosonsoy,41.2561,71.5508,62.6,45,2,4.61,UZ,1619378635
502,massaguet,12.4755,15.4365,95.0,21,100,8.3,TD,1619378636
503,banamba,13.55,-7.45,96.42,15,35,4.94,ML,1619378636
504,arrecife,28.963,-13.5477,71.6,60,20,13.8,ES,1619378637
505,isabela,6.7085,121.9711,78.8,89,20,2.3,PH,1619378637
506,lagoa,39.05,-27.9833,59.4,79,96,14.52,PT,1619378637
507,port lincoln,-34.7333,135.8667,59.32,80,8,7.85,AU,1619378638
508,xai-xai,-25.0519,33.6442,71.11,82,0,5.68,MZ,1619378638
509,bambanglipuro,-7.95,110.2833,75.63,85,75,4.34,ID,1619378639
510,visina,44.5833,25.3333,57.2,54,0,2.3,RO,1619378639
511,assiniboia,49.6334,-105.9845,39.2,60,100,12.66,CA,1619378639
512,vanimo,-2.6741,141.3028,75.27,84,100,3.4,PG,1619378640
513,hervey bay,-25.2986,152.8535,60.01,88,2,4.0,AU,1619378640
514,colchester,51.8892,0.9042,44.01,65,75,14.97,GB,1619378641
515,tabuk,17.4189,121.4443,69.71,87,21,2.91,PH,1619378641
516,guhagar,17.4842,73.1929,80.17,84,15,4.88,IN,1619378642
517,hemsedal,60.8629,8.5534,20.7,83,98,6.35,NO,1619378642
518,bibbiena,43.6965,11.8135,64.4,34,0,4.61,IT,1619378642
519,saint-francois,46.4154,3.9054,64.4,42,0,8.05,FR,1619378643
520,samarai,-10.6167,150.6667,82.47,78,91,11.9,PG,1619378643
521,manama,26.2154,50.5832,80.6,65,0,5.75,BH,1619378644
522,evansville,37.9748,-87.5558,64.99,48,1,7.83,US,1619378590
523,lata,40.1629,-8.3327,61.0,86,96,3.36,PT,1619378644
524,sinnamary,5.3833,-52.95,81.99,78,35,11.92,GF,1619378645
525,dwarka,22.2394,68.9678,82.2,79,0,15.5,IN,1619378645
526,laguna,38.421,-121.4238,63.0,51,90,8.05,US,1619378457
527,riyadh,24.6877,46.7219,84.2,17,0,4.61,SA,1619378646
528,camacha,33.0833,-16.3333,64.4,82,75,18.41,PT,1619378647
529,pitrufquen,-38.9833,-72.65,66.2,68,20,8.05,CL,1619378647
530,endicott,42.0984,-76.0494,57.0,58,90,11.5,US,1619378647
531,lasa,46.6166,10.7002,66.2,53,0,4.61,IT,1619378648
532,mirnyy,62.5353,113.9611,32.56,98,100,6.06,RU,1619378648
533,bonavista,48.6499,-53.1147,51.8,43,66,11.5,CA,1619378649
534,turbat,26.0023,63.044,84.24,34,100,6.35,PK,1619378649
535,paciran,-6.8767,112.3761,78.26,84,77,7.83,ID,1619378649
536,dalby,-27.1833,151.2667,48.2,93,0,4.61,AU,1619378650
537,broome,42.2506,-75.833,55.99,58,90,11.5,US,1619378650
538,ponta delgada,37.7333,-25.6667,60.8,72,40,13.8,PT,1619378651
539,san policarpo,12.1791,125.5072,77.86,81,100,8.97,PH,1619378651
540,boa vista,2.8197,-60.6733,80.6,78,75,6.91,BR,1619378651
541,barstow,34.8986,-117.0228,71.6,24,1,19.57,US,1619378539
542,kharabali,47.4196,47.2568,54.0,52,100,1.99,RU,1619378652
543,puerto escondido,15.85,-97.0667,87.8,74,20,6.91,MX,1619378653
544,havre-saint-pierre,50.2334,-63.5986,48.2,40,1,8.05,CA,1619378653
545,valparaiso,-33.0393,-71.6273,60.8,94,40,5.75,CL,1619378653
546,kenora,49.8167,-94.4337,44.6,29,75,12.66,CA,1619378654
547,khislavichi,54.1871,32.1582,32.34,77,10,7.65,RU,1619378654
548,te anau,-45.4167,167.7167,42.98,94,100,7.72,NZ,1619378363
549,atherton,53.5237,-2.4935,55.0,51,8,3.0,GB,1619378655
550,punta gorda,26.9298,-82.0454,87.01,70,40,17.27,US,1619378590
551,mehamn,71.0357,27.8492,33.8,69,40,8.05,NO,1619378655
552,champerico,14.3,-91.9167,91.4,62,40,9.22,GT,1619378656
553,chapais,49.7834,-74.8492,53.6,50,75,10.36,CA,1619378656
554,la asuncion,11.0333,-63.8628,73.4,94,9,23.02,VE,1619378657
555,puerto del rosario,28.5004,-13.8627,71.6,56,20,14.97,ES,1619378657
556,santiago,-33.4569,-70.6483,79.0,27,0,5.75,CL,1619378524
557,maxixe,-23.8597,35.3472,77.0,78,40,0.36,MZ,1619378658
558,samana,19.2056,-69.3369,89.6,62,20,13.8,DO,1619378658
559,urusha,54.05,122.9,36.48,73,100,1.5,RU,1619378659
560,half moon bay,37.4636,-122.4286,59.0,82,90,12.66,US,1619378479
561,palmer,42.1584,-72.3287,54.0,71,90,6.91,US,1619378660
562,west helena,34.5507,-90.6418,69.8,56,0,2.89,US,1619378660
563,praia,14.9215,-23.5087,73.4,60,20,20.71,CV,1619378660
564,ust-kulom,61.6864,53.6902,39.47,95,100,6.85,RU,1619378661
565,carlos chagas,-17.7031,-40.7664,91.11,36,5,4.16,BR,1619378661
566,ormara,25.2088,64.6357,82.0,75,65,9.01,PK,1619378662
567,san carlos de bariloche,-41.1456,-71.3082,66.0,36,0,6.91,AR,1619378662
568,kiama,-34.6833,150.8667,52.0,92,8,1.01,AU,1619378662
569,kutum,14.2,24.6667,81.97,14,29,8.01,SD,1619378663
570,hatillo,18.4863,-66.8254,84.99,61,75,14.97,PR,1619378663
571,obera,-27.4871,-55.1199,69.49,61,59,5.48,AR,1619378664
572,kitimat,54.0524,-128.6534,60.01,32,5,1.01,CA,1619378664
